"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50182","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1191","DR","Demand Response","TX","325","2.7217",,"0.0466",,"96.1205",,"1.6459",,"58.4",,"4.1753",,"1029318",,"22086189",,"378188",,"229776",,"5289717",,"4629120",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50182","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1191","DR","Demand Response","TN","116","3.0278",,"0.0731",,"106.9339",,"2.5806",,"41.4369",,"6.089",,"215537",,"2949771",,"71187",,"27585",,"484441",,"451405",
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","1143","CR","Commuter Rail","DO","1132","8.4132",,"0.3476",,"819.0433",,"33.8442",,"24.2004",,"1.3962",,"558352169",,"1606093033",,"66366290",,"1960938",,"1150348917",,"62289006",
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","1143","MB","Bus","PT","9","1.5511",,"0.0903",,"111.3317",,"6.4846",,"17.1687",,"22.3117",,"280878",,"3109050",,"181088",,"27926",,"139346",,"113239",
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","1143","FB","Ferryboat","PT","2","1.0489",,"0.0221",,"1084.4329",,"22.8488",,"47.4613",,"11.4265",,"102690",,"4646795",,"97907",,"4285",,"406668",,"49476",
"MTA Bus Company","New York","NY","20188","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","1134","MB","Bus","DO","1134","1.4934",,"0.1959",,"274.7347",,"36.031",,"7.625",,"2.6201",,"178570855",,"911729006",,"119571794",,"3318580",,"347970662",,"25751161",
"MTA Long Island Rail Road","New York","NY","20100","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","1109","CR","Commuter Rail","DO","1109","6.7865",,"0.2665",,"847.8776",,"33.2905",,"25.4691",,"1.0499",,"568950760",,"2135218700",,"83835706",,"2518310",,"2033685836",,"76530483",
"Central Ohio Transit Authority","Columbus","OH","50016","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","19234","Columbus, OH","1567254","273","DR","Demand Response","PT","62","2.1261",,"0.0296",,"104.0044",,"1.4493",,"71.76",,"6.278",,"511048",,"17249034",,"240371",,"165849",,"2747547",,"3167500",
"Whatcom Transportation Authority","Bellingham","WA","00021","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","06652","Bellingham, WA","128979","99","VP","Vanpool","DO","11","2.5993",,"0.388",,"59.0792",,"8.8183",,"6.6996",,"0.1853",,"63975",,"164890",,"24612",,"2791",,"889918",,"152252",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","MB","Bus","DO","480","1.2216",,"0.0779",,"146.9478",,"9.3662",,"15.6892",,"2.2924",,"17510653",,"224895787",,"14334406",,"1530447",,"98103316",,"21539445",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","VP","Vanpool","DO","291","2.0704",,"0.2474",,"46.583",,"5.5672",,"8.3675",,"0.4994",,"973617",,"3934914",,"470264",,"84471",,"7879039",,"2641683",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","DR","Demand Response","PT","208","1.8762",,"0.0391",,"119.9245",,"2.4992",,"47.9855",,"7.9427",,"1087571",,"27815523",,"579665",,"231942",,"3502002",,"3660877",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","MB","Bus","PT","27","1.2035",,"0.0765",,"138.0467",,"8.7755",,"15.731",,"3.204",,"690585",,"9026600",,"573810",,"65388",,"2817274",,"899498",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","DR","Demand Response","TX","26","5.0433",,"0.1133",,"104.5333",,"2.3489",,"44.5022",,"5.3255",,"222845",,"1966376",,"44186",,"18811",,"369239",,"350502",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","DR","Demand Response","DO","7","0.981",,"0.0292",,"66.855",,"1.9922",,"33.5584",,"4.8585",,"41322",,"1413515",,"42121",,"21143",,"290936",,"228756",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50113","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","1046","DR","Demand Response","TN","7","4.8839",,"0.1202",,"126.8876",,"3.1226",,"40.6354",,"8.5253",,"26871",,"223576",,"5502",,"1762",,"26225",,"25918",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","VP","Vanpool","DO","442","3.6046",,"0.1526",,"143.1805",,"6.0603",,"23.626",,"0.6319",,"3723976",,"24408545",,"1033123",,"170474",,"38627420",,"7454630",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","MB","Bus","DO","302","0.8863",,"0.078",,"157.366",,"13.8538",,"11.3591",,"2.9278",,"15774459",,"202160271",,"17797238",,"1284650",,"69048594",,"15786087",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","DR","Demand Response","PT","89","0.7475",,"0.0223",,"100.2374",,"2.9854",,"33.5762",,"5.5731",,"408047",,"18327712",,"545854",,"182843",,"3288614",,"3241416",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","LR","Light Rail","DO","74","0.9355",,"0.105",,"331.2943",,"37.1862",,"8.9091",,"2.0115",,"10330916",,"98389429",,"11043730",,"296985",,"48914289",,"6262545",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","DR","Demand Response","DO","52","1.1292",,"0.0135",,"174.5337",,"2.0888",,"83.5552",,"8.6679",,"240169",,"17771195",,"212688",,"101821",,"2050240",,"1586321",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","CR","Commuter Rail","DO","40","1.1766",,"0.0758",,"412.6427",,"26.5829",,"15.5229",,"0.5381",,"4396324",,"58003120",,"3736620",,"140565",,"107783049",,"3848784",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","CB","Commuter Bus","DO","38","0.9363",,"0.0496",,"272.8249",,"14.4484",,"18.8827",,"1.2321",,"554898",,"11190459",,"592631",,"41017",,"9082299",,"884984",
"Utah Transit Authority","Salt Lake City","UT","80001","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78499","Salt Lake City, UT","1178533","1044","MB","Bus","PT","7","0.1599",,"0.0081",,"101.1847",,"5.0941",,"19.8631",,"3.3657",,"15679",,"1947502",,"98046",,"19247",,"578637",,"336869",
"Denver Regional Transportation District, dba: RTD-Denver","Denver","CO","80006","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23527","Denver--Aurora, CO","2686147","968","DR","Demand Response","PT","310","2.8125",,"0.0324",,"133.1777",,"1.5347",,"86.7783",,"8.5787",,"2184671",,"67406026",,"776761",,"506136",,"7857343",,"8084326",
"Denver Regional Transportation District, dba: RTD-Denver","Denver","CO","80006","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23527","Denver--Aurora, CO","2686147","968","MB","Bus","DO","299","0.8143","W","0.0696",,"281.2963",,"24.0488","W","11.6969","W","2.4289","W","21782138",,"312901362",,"26750824","W","1112355",,"128826819","W","14442574",
"Denver Regional Transportation District, dba: RTD-Denver","Denver","CO","80006","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23527","Denver--Aurora, CO","2686147","968","MB","Bus","PT","218","0.6957",,"0.1021",,"111.4429",,"16.359",,"6.8123",,"1.8197",,"10914060",,"106869870",,"15687681",,"958965",,"58729960",,"10946130",
"Denver Regional Transportation District, dba: RTD-Denver","Denver","CO","80006","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23527","Denver--Aurora, CO","2686147","968","LR","Light Rail","DO","97","0.9405",,"0.0742",,"329.9783",,"26.0492",,"12.6675",,"1.9956",,"11981942",,"161388757",,"12740358",,"489089",,"80870770",,"8367657",
"Denver Regional Transportation District, dba: RTD-Denver","Denver","CO","80006","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23527","Denver--Aurora, CO","2686147","968","CR","Commuter Rail","PT","36","2.1337",,"0.1976",,"323.5106",,"29.9612",,"10.7976",,"0.8387",,"15844006",,"80179841",,"7425677",,"247843",,"95605235",,"5654137",
"Denver Regional Transportation District, dba: RTD-Denver","Denver","CO","80006","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23527","Denver--Aurora, CO","2686147","968","CR","Commuter Rail","DO","8","0.7179",,"0.0262",,"873.5241",,"31.8925",,"27.3897",,"2.8657",,"827500",,"31569162",,"1152594",,"36140",,"11016376",,"705797",
"Access Services","El Monte","CA","90157","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","920","DR","Demand Response","PT","638","2.284",,"0.0393",,"96.7183",,"1.6628",,"58.1646",,"4.9535",,"5984290",,"151967085",,"2620087",,"1575672",,"30765125",,"24660151",
"Access Services","El Monte","CA","90157","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","920","DR","Demand Response","TX","282","2.4084",,"0.0414",,"152.4189",,"2.6175",,"58.2305",,"4.499",,"2228490",,"53879933",,"925287",,"353499",,"11975974",,"7309247",
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra","Chicago","IL","50118","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","912","CR","Commuter Rail","PT","465","4.6779",,"0.2385",,"475.6582",,"24.2557",,"19.6102",,"0.8726",,"85351814",,"357801051",,"18245695",,"752223",,"410043317",,"22849422",
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra","Chicago","IL","50118","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","16264","Chicago, IL--IN","8671746","912","CR","Commuter Rail","DO","447","4.6301",,"0.1181",,"763.5368",,"19.4741",,"39.2078",,"1.8199",,"63629147",,"538808051",,"13742381",,"705674",,"296062336",,"20314506",
"Orange County Transportation Authority","Orange","CA","90036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","808","DR","Demand Response","PT","218","5.7048",,"0.0737",,"138.1801",,"1.7842",,"77.4466",,"7.4579",,"4206117",,"57101148",,"737297",,"413237",,"7656447",,"5714252",
"Orange County Transportation Authority","Orange","CA","90036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","808","MB","Bus","DO","215","0.8413",,"0.1149",,"176.7898",,"24.1354",,"7.3249",,"2.0359",,"19045769",,"165818953",,"22637653",,"937944",,"81449327",,"10462390",
"Orange County Transportation Authority","Orange","CA","90036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","808","MB","Bus","PT","146","0.6571",,"0.0696",,"159.9728",,"16.9513",,"9.4372",,"2.439",,"5733858",,"82347124",,"8725807",,"514757",,"33762183",,"6075867",
"Orange County Transportation Authority","Orange","CA","90036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","808","VP","Vanpool","PT","132","6.7684",,"0.9765",,"30.0513",,"4.3357",,"6.9311",,"0.191",,"1890618",,"1936058",,"279329",,"64425",,"10136377",,"2385709",
"Orange County Transportation Authority","Orange","CA","90036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","808","DR","Demand Response","TX","97","3.3323",,"0.0652",,"102.7237",,"2.0104",,"51.0965",,"3.6884",,"981716",,"15053133",,"294602",,"146540",,"4081263",,"3393825",
"Dallas Area Rapid Transit","Dallas","TX","60056","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","22042","Dallas--Fort Worth--Arlington, TX","5732354","783","MB","Bus","DO","465","0.711",,"0.0532",,"182.5268",,"13.6643",,"13.358",,"3.3713",,"18395992",,"345635911",,"25874861",,"1893617",,"102522530",,"24800432",
"Dallas Area Rapid Transit","Dallas","TX","60056","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","22042","Dallas--Fort Worth--Arlington, TX","5732354","783","DR","Demand Response","PT","193","2.2774",,"0.045",,"88.3858",,"1.7451",,"50.6478",,"5.4111",,"2427151",,"53824639",,"1065763",,"610715",,"9975468",,"9898736",
"Dallas Area Rapid Transit","Dallas","TX","60056","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","22042","Dallas--Fort Worth--Arlington, TX","5732354","783","LR","Light Rail","DO","75","0.711",,"0.0632",,"423.6829",,"37.6887",,"11.2416",,"1.5153",,"14571402",,"230401742",,"20495388",,"543807",,"152050869",,"10221270",
"Dallas Area Rapid Transit","Dallas","TX","60056","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","22042","Dallas--Fort Worth--Arlington, TX","5732354","783","DR","Demand Response","TX","25","1.8783",,"0.071",,"55.3091","W","2.0909","W","26.4522",,"0.7134",,"648",,"9126",,"345",,"165","W","12792",,"7885","W"
"Dallas Area Rapid Transit","Dallas","TX","60056","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","22042","Dallas--Fort Worth--Arlington, TX","5732354","783","CR","Commuter Rail","PT","23","3.1504",,"0.0822",,"715.7637",,"18.683",,"38.3109",,"2.348",,"3579225",,"43525590",,"1136114",,"60810",,"18537472",,"1195239",
"Dallas Area Rapid Transit","Dallas","TX","60056","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","22042","Dallas--Fort Worth--Arlington, TX","5732354","783","SR","Streetcar Rail","DO","2","0.711",,"0.0339",,"304.4627",,"14.5078",,"20.9861",,"12.4152",,"116544",,"3440124",,"163924",,"11299",,"277090",,"78635",
